Bus Stop Code,Bus Stop Lat,Bus Stop Long
11351 (BUS STOP),1.30934571211744,103.789451127684
11359 (BUS STOP),1.30931022622812,103.789686083335
11361 (BUS STOP),1.30649698638756,103.790581235288
11369 (BUS STOP),1.30632596372391,103.790848277483
11379 (BUS STOP),1.30917002464006,103.792363231354
11381 (BUS STOP),1.30841137871938,103.793282941091
11389 (BUS STOP),1.30906501000609,103.792932168781
11401 (BUS STOP),1.30906722191157,103.795074443954
11409 (BUS STOP),1.30764416707431,103.794325832884
11419 (BUS STOP),1.31102981371268,103.796043992095
11429 (BUS STOP),1.30454000002045,103.798363333067
11439 (BUS STOP),1.30606472205282,103.800297778015
11441 (BUS STOP),1.29780416704444,103.7975405561
11449 (BUS STOP),1.29840527808713,103.797603333023
11451 (BUS STOP),1.30034972200497,103.797072778083
11459 (BUS STOP),1.30097055604676,103.79685194386
11469 (BUS STOP),1.30113503399292,103.801885843269
11471 (BUS STOP),1.29951892582004,103.803151566066
11481 (BUS STOP),1.29811518908967,103.806005403409
11489 (BUS STOP),1.29882037280721,103.804390462626
11491 (BUS STOP),1.29710202833358,103.807636499332
11499 (BUS STOP),1.29685053597292,103.807886633413
11511 (BUS STOP),1.28594687355416,103.802518844692
11519 (BUS STOP),1.28665742224447,103.803341294117
11521 (BUS STOP),1.28857101019804,103.805430030404
11529 (BUS STOP),1.28903120634073,103.806090930529
11531 (BUS STOP),1.29108833302568,103.80753083296
11539 (BUS STOP),1.29117049542292,103.807861804987
11541 (BUS STOP),1.29235984013176,103.80578500133
11551 (BUS STOP),1.29126703037858,103.804095983593
11561 (BUS STOP),1.29107396038397,103.802475929243
11579 (BUS STOP),1.29256489043285,103.803033212523
11589 (BUS STOP),1.29299188100627,103.804005249958
11599 (BUS STOP),1.29420805607579,103.80314888887
11609 (BUS STOP),1.29188972189051,103.802121944018
12021 (BUS STOP),1.31907638890201,103.782430556083
12029 (BUS STOP),1.31958369377327,103.782439210847
12031 (BUS STOP),1.32080085109939,103.779628555285
12039 (BUS STOP),1.32104526176633,103.780189983801
12041 (BUS STOP),1.32049172685924,103.776534421206
12049 (BUS STOP),1.32091131958175,103.776558889846
12051 (BUS STOP),1.31977221931615,103.77374308917
12059 (BUS STOP),1.32009913328289,103.773769373064
12061 (BUS STOP),1.32178500196367,103.770873398524
12069 (BUS STOP),1.3214322816476,103.771045706152
12071 (BUS STOP),1.32402249998351,103.772193888966
12079 (BUS STOP),1.32383187561528,103.77263094369
12081 (BUS STOP),1.32646954955761,103.77543118159
12089 (BUS STOP),1.32626393592044,103.775707881998
12091 (BUS STOP),1.32918315486783,103.777147116686
12099 (BUS STOP),1.32783564252247,103.776707254746
12101 (BUS STOP),1.33243896358531,103.777685063099
12109 (BUS STOP),1.33082377577751,103.778007268002
12111 (BUS STOP),1.31911791062831,103.772229807935
12119 (BUS STOP),1.31964598185975,103.772792662815
12121 (BUS STOP),1.31164833288156,103.787151667032
12129 (BUS STOP),1.31182111083205,103.787326110924
12131 (BUS STOP),1.31415944404377,103.785061667049
12139 (BUS STOP),1.3145318594016,103.785041570618
12141 (BUS STOP),1.31574389848265,103.782391548259
12149 (BUS STOP),1.31576900448551,103.782660991449
12151 (BUS STOP),1.31865064460561,103.781275749265
12169 (BUS STOP),1.31916549247237,103.777241706947
12179 (BUS STOP),1.31679504687784,103.776994943545
12189 (BUS STOP),1.31642693687014,103.780224022363
12199 (BUS STOP),1.31547998908213,103.778206224915
12201 (BUS STOP),1.32670826863371,103.763995095719
12209 (BUS STOP),1.32653202754108,103.764299682274
12211 (BUS STOP),1.31721336081804,103.780707120954
13011 (BUS STOP),1.30650077717638,103.819319503734
13019 (BUS STOP),1.30673802158322,103.820130798949
13021 (BUS STOP),1.30633972989988,103.814306708027
13029 (BUS STOP),1.30671783282387,103.814518588089
13031 (BUS STOP),1.29912972200253,103.817073888944
13039 (BUS STOP),1.29981572686286,103.817442655512
13041 (BUS STOP),1.30242834311602,103.819676347165
13049 (BUS STOP),1.30261671328333,103.820450696177
13051 (BUS STOP),1.2933430589954,103.82636562077
13059 (BUS STOP),1.29328273608803,103.826634926632
13062 (BUS STOP),1.29476674392618,103.828532681545
13063 (BUS STOP),1.29534692836855,103.829643091107
13069 (BUS STOP),1.29488000009664,103.828808055959
13071 (BUS STOP),1.29631654283944,103.832026221742
13079 (BUS STOP),1.29612213286012,103.832292111341
13081 (BUS STOP),1.29591138901088,103.836242777988
13089 (BUS STOP),1.29575111089989,103.836041111034
13091 (BUS STOP),1.29593138893678,103.839378055883
13099 (BUS STOP),1.29578024230738,103.839612720812
13101 (BUS STOP),1.29414162678837,103.842312097441
13109 (BUS STOP),1.2935094438483,103.842724167095
13119 (BUS STOP),1.29362677394406,103.832838535377
13121 (BUS STOP),1.29409221686145,103.830837763944
13139 (BUS STOP),1.29504261903291,103.832055330356
13141 (BUS STOP),1.29763682827729,103.829979863479
13159 (BUS STOP),1.2979601152855,103.830531835484
13169 (BUS STOP),1.29910305180444,103.828392891517
13171 (BUS STOP),1.29906809113523,103.826507034851
13179 (BUS STOP),1.29925749997481,103.826652499865
13181 (BUS STOP),1.30023223647491,103.82403472992
13189 (BUS STOP),1.3003816669068,103.824147499906
13191 (BUS STOP),1.30246399295908,103.829782452964
13199 (BUS STOP),1.30213270637164,103.829873352076
13201 (BUS STOP),1.30453622252655,103.822095598815
13209 (BUS STOP),1.30403107113382,103.822056054984
13211 (BUS STOP),1.29241699355861,103.841095990137
14009 (BUS STOP),1.26703502621115,103.819014699142
14011 (BUS STOP),1.26795444387948,103.825526110844
14019 (BUS STOP),1.268488924944,103.825717174466
14021 (BUS STOP),1.27132972199025,103.824783610881
14029 (BUS STOP),1.27247333308754,103.824187777894
14031 (BUS STOP),1.27624277788492,103.823060277941
14039 (BUS STOP),1.27663637854652,103.82345826762
14041 (BUS STOP),1.27327278066044,103.812470792881
14049 (BUS STOP),1.27324166755365,103.813042319929
14051 (BUS STOP),1.27581500000396,103.815075555992
14059 (BUS STOP),1.27602301654824,103.815616215922
14061 (BUS STOP),1.2723126979611,103.838620357281
14069 (BUS STOP),1.27261333283917,103.836948610953
14071 (BUS STOP),1.27220342418823,103.833902586123
14081 (BUS STOP),1.27070615967779,103.830616058133
14089 (BUS STOP),1.27046005048634,103.829792773258
14101 (BUS STOP),1.26837499995689,103.828258055942
14109 (BUS STOP),1.26804601546692,103.827224905056
14119 (BUS STOP),1.26592360890465,103.822282780298
14121 (BUS STOP),1.26591350024298,103.819256606286
14129 (BUS STOP),1.26607869108795,103.819778773911
14131 (BUS STOP),1.2674013025065,103.816754411572
14139 (BUS STOP),1.26863527728213,103.81546952374
14141 (BUS STOP),1.26552421466671,103.822113268531
14151 (BUS STOP),1.26964765898549,103.812935941234
14159 (BUS STOP),1.26994046445522,103.81315419075
14161 (BUS STOP),1.27075866526733,103.810099129985
14169 (BUS STOP),1.27118550379143,103.809418104277
14171 (BUS STOP),1.27145959826189,103.806548570662
14179 (BUS STOP),1.27188454564078,103.806300005338
14189 (BUS STOP),1.27269303333973,103.803983632214
14191 (BUS STOP),1.28121833307816,103.81211444394
14199 (BUS STOP),1.28131676721748,103.81275056364
14201 (BUS STOP),1.28167307267268,103.809146838855
14209 (BUS STOP),1.28176397699553,103.809588697053
14211 (BUS STOP),1.28161168409344,103.805218774766
14219 (BUS STOP),1.28218647929763,103.806849612596
14221 (BUS STOP),1.27359332247812,103.828933717352
14229 (BUS STOP),1.27370670179839,103.828578889152
